region,fcgradient09
V1_L,0.13587317
MST_L,-0.12835948
V6_L,0.33686072
V2_L,0.16529696
V3_L,0.0912371
V4_L,-0.034269284
V8_L,0.031175729
4_L,0.04842804
3b_L,0.025807984
FEF_L,0.20178665
PEF_L,0.04456379
55b_L,0.061351106
V3A_L,0.2056116
RSC_L,-0.052259378
POS2_L,-0.0013864521
V7_L,0.05880231
IPS1_L,-0.20343061
FFC_L,-0.3442342
V3B_L,0.027258191
LO1_L,-0.07168441
LO2_L,-0.13538295
PIT_L,-0.19542344
MT_L,-0.075903624
A1_L,0.17221403
PSL_L,0.04880697
SFL_L,0.15217312
PCV_L,0.016407903
STV_L,-0.18943787
7Pm_L,-0.028395414
7m_L,-0.0067088054
POS1_L,-0.17867225
23d_L,0.092670836
v23ab_L,-0.08165138
d23ab_L,0.059596602
31pv_L,0.082393296
5m_L,0.06342709
5mv_L,0.286002
23c_L,0.23737502
5L_L,0.10955427
24dd_L,0.03150991
24dv_L,0.25537232
7AL_L,0.11048295
SCEF_L,0.26102224
6ma_L,0.20818025
7Am_L,0.086574875
7Pl_L,-0.10539566
7PC_L,-0.22947736
LIPv_L,-0.13535737
VIP_L,-0.22408631
MIP_L,-0.17436233
1_L,-0.07871065
2_L,-0.09296304
3a_L,0.07307434
6d_L,-0.1672155
6mp_L,0.08079939
6v_L,0.024371471
p24pr_L,0.2723686
33pr_L,0.12191712
a24pr_L,0.37168786
p32pr_L,0.36763555
a24_L,-0.11236129
d32_L,0.13341412
8BM_L,0.28504595
p32_L,-0.17506255
10r_L,-0.14697288
47m_L,-0.15203549
8Av_L,0.2855967
8Ad_L,-0.022074616
9m_L,0.13433021
8BL_L,0.26448947
9p_L,0.14104559
10d_L,0.010057228
8C_L,0.3042928
44_L,0.23135254
45_L,0.15987734
47l_L,0.19647336
a47r_L,0.34458885
6r_L,0.14786635
IFJa_L,-0.0718306
IFJp_L,0.044770118
IFSp_L,0.0130134085
IFSa_L,0.10336533
p9-46v_L,0.173841
46_L,0.23214577
a9-46v_L,0.20492366
9-46d_L,0.11029746
9a_L,0.1992821
10v_L,0.034276653
a10p_L,0.31435397
10pp_L,0.3021873
11l_L,0.185376
13l_L,0.14245048
OFC_L,0.241261
47s_L,0.13780452
LIPd_L,-0.045289837
6a_L,-0.05540163
i6-8_L,0.13280545
s6-8_L,0.18226697
43_L,0.3639421
OP4_L,0.16483158
OP1_L,-0.020725714
OP2-3_L,0.19006622
52_L,0.24193771
RI_L,0.12522992
PFcm_L,0.3324839
PoI2_L,0.27481514
TA2_L,-0.015094464
FOP4_L,0.32987788
MI_L,0.315864
Pir_L,0.03664765
AVI_L,0.19036113
AAIC_L,0.08020157
FOP1_L,0.41202426
FOP3_L,0.3368227
FOP2_L,0.021516614
PFt_L,-0.16370375
AIP_L,-0.18932438
EC_L,-0.14757214
PreS_L,-0.089690626
H_L,-0.21210872
ProS_L,0.20814714
PeEc_L,-0.38590154
STGa_L,-0.24876857
PBelt_L,-0.019664036
A5_L,-0.3168791
PHA1_L,-0.19423755
PHA3_L,-0.27735496
STSda_L,-0.24674736
STSdp_L,-0.14508848
STSvp_L,0.24170403
TGd_L,-0.0665734
TE1a_L,0.12154094
TE1p_L,0.23293327
TE2a_L,0.28206012
TF_L,-0.4066792
TE2p_L,-0.21919465
PHT_L,0.05489929
PH_L,-0.27457535
TPOJ1_L,-0.29127055
TPOJ2_L,-0.118383236
TPOJ3_L,-0.15374817
DVT_L,0.11751512
PGp_L,-0.11432232
IP2_L,0.18748948
IP1_L,0.17648695
IP0_L,-0.15390159
PFop_L,0.22110233
PF_L,0.250917
PFm_L,0.3295442
PGi_L,0.10363571
PGs_L,0.09241159
V6A_L,0.1873072
VMV1_L,0.22022772
VMV3_L,0.03224823
PHA2_L,-0.2849799
V4t_L,-0.104867876
FST_L,-0.22742121
V3CD_L,-0.10954561
LO3_L,0.040940735
VMV2_L,0.12550513
31pd_L,0.06571012
31a_L,-0.023321817
VVC_L,-0.18635198
25_L,-0.18491107
s32_L,-0.15156023
pOFC_L,0.060982637
PoI1_L,0.3075133
Ig_L,0.1508158
FOP5_L,0.25344193
p10p_L,0.047091424
p47r_L,0.3002248
TGv_L,-0.12518638
MBelt_L,0.11078204
LBelt_L,0.08768236
A4_L,-0.13808575
STSva_L,-0.007627369
TE1m_L,0.3304556
PI_L,0.08509141
a32pr_L,0.042706024
p24_L,-0.011546274
V1_R,0.14902805
MST_R,-0.15028906
V6_R,0.33206278
V2_R,0.17219207
V3_R,0.0708701
V4_R,-0.029037312
V8_R,0.045781028
4_R,0.039384212
3b_R,0.033027887
FEF_R,0.1846917
PEF_R,0.05650253
55b_R,0.12098065
V3A_R,0.20855452
RSC_R,-0.052894875
POS2_R,0.009944372
V7_R,0.02469448
IPS1_R,-0.21961156
FFC_R,-0.33371696
V3B_R,0.00846097
LO1_R,-0.07962692
LO2_R,-0.13171963
PIT_R,-0.16914625
MT_R,-0.087045304
A1_R,0.17430271
PSL_R,0.23861691
SFL_R,0.21098743
PCV_R,0.021786148
STV_R,-0.13995932
7Pm_R,-0.006851877
7m_R,-0.019145355
POS1_R,-0.18310603
23d_R,0.092524566
v23ab_R,-0.09574809
d23ab_R,0.051504135
31pv_R,0.07423877
5m_R,0.05450208
5mv_R,0.31290442
23c_R,0.24975711
5L_R,0.09795902
24dd_R,0.02473326
24dv_R,0.22563134
7AL_R,0.12848157
SCEF_R,0.33165488
6ma_R,0.25015822
7Am_R,0.08649972
7Pl_R,-0.11413179
7PC_R,-0.20041826
LIPv_R,-0.115491234
VIP_R,-0.15852046
MIP_R,-0.17992377
1_R,-0.07097797
2_R,-0.11979228
3a_R,0.0622696
6d_R,-0.16023009
6mp_R,0.08137034
6v_R,0.06853189
p24pr_R,0.27903962
33pr_R,0.10629683
a24pr_R,0.39399222
p32pr_R,0.3772093
a24_R,-0.116001286
d32_R,0.12986773
