region,fcgradient06
V1_L,-0.02043614
MST_L,-0.21793708
V6_L,0.068303764
V2_L,0.03451835
V3_L,0.032598957
V4_L,0.048346356
V8_L,0.04363968
4_L,-0.08999224
3b_L,-0.14178652
FEF_L,0.10324331
PEF_L,0.04491235
55b_L,-0.868081
V3A_L,0.11429545
RSC_L,0.16465408
POS2_L,0.076840445
V7_L,0.19002925
IPS1_L,0.34228057
FFC_L,-0.59326637
V3B_L,0.17636628
LO1_L,0.10794223
LO2_L,0.043245032
PIT_L,-0.0663683
MT_L,-0.35579237
A1_L,-0.65786785
PSL_L,-0.98817164
SFL_L,-0.37033147
PCV_L,-0.0003250122
STV_L,-1.3483382
7Pm_L,0.019192122
7m_L,0.7393062
POS1_L,0.6510548
23d_L,0.217254
v23ab_L,0.8421775
d23ab_L,0.56626797
31pv_L,0.712589
5m_L,-0.013471257
5mv_L,0.3182362
23c_L,0.22231479
5L_L,0.2045055
24dd_L,0.16432048
24dv_L,0.10463555
7AL_L,0.71312207
SCEF_L,0.094243005
6ma_L,0.220416
7Am_L,0.45506474
7Pl_L,0.30491212
7PC_L,0.9175703
LIPv_L,0.36733368
VIP_L,0.67179656
MIP_L,0.15197243
1_L,0.12208913
2_L,0.4665567
3a_L,-0.20684624
6d_L,0.5861063
6mp_L,0.33603358
6v_L,0.30659136
p24pr_L,0.12642284
33pr_L,-0.14288978
a24pr_L,0.30533454
p32pr_L,0.27349773
a24_L,0.7092916
d32_L,0.28922018
8BM_L,-0.51365787
p32_L,0.5796506
10r_L,0.8067056
47m_L,0.15061645
8Av_L,0.2427197
8Ad_L,0.6389585
9m_L,0.4192307
8BL_L,0.26897484
9p_L,0.49532026
10d_L,0.74999434
8C_L,-0.3559565
44_L,-0.5962212
45_L,-0.4764681
47l_L,-0.171916
a47r_L,-0.27331743
6r_L,0.13157554
IFJa_L,-1.1812551
IFJp_L,-0.65994614
IFSp_L,-0.8293399
IFSa_L,-0.5364918
p9-46v_L,-0.68181676
46_L,0.18838836
a9-46v_L,-0.50353694
9-46d_L,0.025281847
9a_L,0.22349112
10v_L,0.5322364
a10p_L,-0.22067024
10pp_L,0.025143312
11l_L,-0.40980035
13l_L,-0.43618712
OFC_L,-0.10872565
47s_L,0.06421676
LIPd_L,-0.35343176
6a_L,0.51552314
i6-8_L,-0.18504806
s6-8_L,-0.013070892
43_L,-0.07503932
OP4_L,-0.2925243
OP1_L,0.2638589
OP2-3_L,-0.47201732
52_L,-0.34474587
RI_L,-0.7059172
PFcm_L,0.16274525
PoI2_L,-0.141284
TA2_L,-1.1718479
FOP4_L,0.13354796
MI_L,0.104480684
Pir_L,-0.4871649
AVI_L,-0.4483685
AAIC_L,-0.10760943
FOP1_L,0.32006496
FOP3_L,0.29139668
FOP2_L,0.3771119
PFt_L,0.6937305
AIP_L,0.43550897
EC_L,0.15762721
PreS_L,0.23373361
H_L,0.02857191
ProS_L,0.040509578
PeEc_L,-0.5620936
STGa_L,-1.3218474
PBelt_L,-1.2008015
A5_L,-1.6858003
PHA1_L,0.27500793
PHA3_L,0.012632535
STSda_L,-1.1890957
STSdp_L,-1.2161237
STSvp_L,-0.11433732
TGd_L,-0.16870177
TE1a_L,0.53573775
TE1p_L,-0.32043523
TE2a_L,-0.2760462
TF_L,-0.89934015
TE2p_L,-0.38428864
PHT_L,-0.22072569
PH_L,0.036719695
TPOJ1_L,-1.5940722
TPOJ2_L,-0.6918269
TPOJ3_L,-0.2901906
DVT_L,0.18391353
PGp_L,0.16465549
IP2_L,-0.7628664
IP1_L,-0.60870206
IP0_L,-0.05921582
PFop_L,0.4866002
PF_L,0.073819034
PFm_L,-0.34050882
PGi_L,0.33778664
PGs_L,0.49598315
V6A_L,0.17724304
VMV1_L,0.058035348
VMV3_L,0.11355594
PHA2_L,0.34484422
V4t_L,-0.08581414
FST_L,0.4438127
V3CD_L,0.18789531
LO3_L,-0.010022177
VMV2_L,0.07808862
31pd_L,0.6163454
31a_L,0.3077607
VVC_L,-0.030840233
25_L,0.6164451
s32_L,0.72354305
pOFC_L,-0.09185655
PoI1_L,0.04342423
Ig_L,-0.42270812
FOP5_L,-0.21927884
p10p_L,0.12971547
p47r_L,-0.7606333
TGv_L,-0.85995954
MBelt_L,-0.82142884
LBelt_L,-0.93295807
A4_L,-1.4068927
STSva_L,0.16077767
TE1m_L,0.051818807
PI_L,-0.7485599
a32pr_L,-0.021547744
p24_L,0.09990579
V1_R,-0.0039986093
MST_R,-0.2894678
V6_R,0.061396535
V2_R,0.04283535
V3_R,0.035305385
V4_R,0.04878999
V8_R,0.04071828
4_R,-0.10155413
