region,fcgradient08
V1_L,-0.10736359
MST_L,0.019905634
V6_L,-0.24356776
V2_L,-0.14626908
V3_L,-0.10650774
V4_L,-0.037840445
V8_L,-0.07743842
4_L,-0.039628614
3b_L,-0.015878001
FEF_L,-0.1435724
PEF_L,-0.011544863
55b_L,-0.11173516
V3A_L,-0.18577717
RSC_L,0.07902262
POS2_L,0.046171173
V7_L,-0.106902644
IPS1_L,0.100985214
FFC_L,0.2071884
V3B_L,-0.07613817
LO1_L,-0.02412211
LO2_L,0.015316677
PIT_L,0.060537312
MT_L,-3.144381e-05
A1_L,-0.031156465
PSL_L,-0.07701453
SFL_L,-0.23971571
PCV_L,0.06518299
STV_L,0.16788656
7Pm_L,0.16803074
7m_L,0.07128722
POS1_L,0.26944992
23d_L,-0.09157678
v23ab_L,0.14630093
d23ab_L,0.013515574
31pv_L,-0.03641228
5m_L,-0.03894058
5mv_L,-0.18904515
23c_L,-0.14303732
5L_L,-0.07998549
24dd_L,-0.05266528
24dv_L,-0.16442952
7AL_L,-0.110984206
SCEF_L,-0.21555476
6ma_L,-0.1622596
7Am_L,-0.01974385
7Pl_L,0.16402589
7PC_L,0.051328547
LIPv_L,0.029851727
VIP_L,0.086109534
MIP_L,0.20954895
1_L,0.010481291
2_L,-0.009797937
3a_L,-0.037435517
6d_L,0.01483353
6mp_L,-0.09020201
6v_L,-0.07589617
p24pr_L,-0.1906835
33pr_L,-0.010325314
a24pr_L,-0.28532863
p32pr_L,-0.29466498
a24_L,0.11464105
d32_L,-0.1350946
8BM_L,-0.18584068
p32_L,0.16637862
10r_L,0.18258241
47m_L,0.21461032
8Av_L,-0.24178907
8Ad_L,0.09417622
9m_L,-0.1582646
8BL_L,-0.2709181
9p_L,-0.14174452
10d_L,0.03959678
8C_L,-0.19517416
44_L,-0.26342273
45_L,-0.22822098
47l_L,-0.2498329
a47r_L,-0.24921708
6r_L,-0.08149307
IFJa_L,0.12037267
IFJp_L,0.1335536
IFSp_L,0.03366504
IFSa_L,0.04461785
p9-46v_L,0.001229683
46_L,-0.16276433
a9-46v_L,-0.12042842
9-46d_L,-0.12777063
9a_L,-0.23427656
10v_L,-0.029585231
a10p_L,-0.2657751
10pp_L,-0.28905103
11l_L,-0.103840485
13l_L,-0.02836349
OFC_L,-0.15432695
47s_L,-0.1710599
LIPd_L,0.16428454
6a_L,0.05917659
i6-8_L,0.029871462
s6-8_L,-0.08444268
43_L,-0.24061182
OP4_L,-0.09842557
OP1_L,-0.037640505
OP2-3_L,-0.06548327
52_L,-0.1155948
RI_L,-0.011480828
PFcm_L,-0.23485777
PoI2_L,-0.1623311
TA2_L,0.08623802
FOP4_L,-0.27488318
MI_L,-0.24183463
Pir_L,0.026372211
AVI_L,-0.15173855
AAIC_L,-0.05668765
FOP1_L,-0.31978366
FOP3_L,-0.2562092
FOP2_L,-0.071937725
PFt_L,0.081189334
AIP_L,0.15417519
EC_L,0.19221279
PreS_L,0.16525994
H_L,0.24063031
ProS_L,-0.09168433
PeEc_L,0.38625282
STGa_L,0.14968197
PBelt_L,0.10326956
A5_L,0.24962732
