region,fcgradient04
V1_L,0.9728307
MST_L,-0.12075847
V6_L,0.7895762
V2_L,0.77999306
V3_L,0.634343
V4_L,0.29213396
V8_L,0.32859373
4_L,-0.36216187
3b_L,-0.33366835
FEF_L,-0.27260235
PEF_L,-1.2662007
55b_L,-0.0023608268
V3A_L,0.5644363
RSC_L,0.4115732
POS2_L,0.021423081
V7_L,0.0827465
IPS1_L,-1.1318171
FFC_L,-0.29984283
V3B_L,0.05379449
LO1_L,-0.07793223
LO2_L,-0.06144834
PIT_L,-0.07530096
MT_L,0.12687738
A1_L,0.7472103
PSL_L,0.2237522
SFL_L,0.08479295
PCV_L,0.11402551
STV_L,0.21921597
7Pm_L,-0.71157354
7m_L,-0.00936228
POS1_L,0.06172619
23d_L,0.30086425
v23ab_L,0.021947842
d23ab_L,-0.05653274
31pv_L,0.039462257
5m_L,-0.34854472
5mv_L,0.03983707
23c_L,0.23630276
5L_L,-0.39145124
24dd_L,-0.519223
24dv_L,0.027933035
7AL_L,-0.82957876
SCEF_L,-0.102051385
6ma_L,-0.31743053
7Am_L,-0.82509
7Pl_L,-1.7358682
7PC_L,-1.733311
LIPv_L,-0.859448
VIP_L,-1.4541547
MIP_L,-2.189234
1_L,-0.7471868
2_L,-1.0079962
3a_L,-0.2062551
6d_L,-1.2413576
6mp_L,-0.5743748
6v_L,-0.8971148
p24pr_L,0.32544675
33pr_L,-0.3735802
a24pr_L,0.48097047
p32pr_L,0.43221968
a24_L,0.33633867
d32_L,0.2017906
8BM_L,-0.60121644
p32_L,0.4618477
10r_L,0.06317572
47m_L,-0.44965938
8Av_L,-0.14554827
8Ad_L,-0.049917504
9m_L,0.06723518
8BL_L,-0.025285967
9p_L,0.09383412
10d_L,0.0123385545
8C_L,-0.58197415
44_L,-0.15469807
45_L,-0.042676646
47l_L,-0.005118017
a47r_L,-0.5258948
6r_L,-1.2033682
IFJa_L,-0.7760936
IFJp_L,-1.9294913
IFSp_L,-0.7679443
IFSa_L,-1.4898988
p9-46v_L,-1.3145186
46_L,-0.2755537
a9-46v_L,-0.4526456
9-46d_L,0.3227289
9a_L,0.12052307
10v_L,-0.032747064
a10p_L,-0.16403519
10pp_L,-0.1282912
11l_L,-0.50380355
13l_L,-0.683354
OFC_L,-0.34046102
47s_L,0.07067508
LIPd_L,-1.9192683
6a_L,-1.6484537
i6-8_L,-0.7477422
s6-8_L,-0.3683379
43_L,0.3697593
OP4_L,-0.086732395
OP1_L,-0.7091237
OP2-3_L,0.35209504
52_L,0.56528986
RI_L,0.40587544
PFcm_L,0.11315446
PoI2_L,0.24255319
TA2_L,0.4346346
FOP4_L,0.19202985
MI_L,0.054818567
Pir_L,0.3768273
AVI_L,-0.021282779
AAIC_L,0.581978
FOP1_L,0.19642588
FOP3_L,0.04236596
FOP2_L,-0.8971229
PFt_L,-2.075218
AIP_L,-2.2942038
EC_L,0.0029195868
PreS_L,0.4616724
H_L,0.13537355
ProS_L,0.8595077
PeEc_L,-0.90979517
STGa_L,-0.039641686
PBelt_L,0.481905
A5_L,0.046991378
PHA1_L,0.13882102
PHA3_L,-0.80220145
STSda_L,-0.025794808
STSdp_L,-0.014165019
STSvp_L,-0.05194627
TGd_L,-0.0707272
TE1a_L,-0.018533036
TE1p_L,-0.9151675
TE2a_L,-0.55780786
TF_L,-0.5116744
TE2p_L,-1.5436857
PHT_L,-1.2701046
PH_L,-1.5867269
TPOJ1_L,0.028997527
TPOJ2_L,-0.25504348
TPOJ3_L,-0.24496973
DVT_L,0.22110155
PGp_L,-0.8979513
IP2_L,-1.3923539
IP1_L,-1.2490048
IP0_L,-1.4788678
PFop_L,-0.6587776
PF_L,-0.59995884
PFm_L,-0.44542146
PGi_L,-0.048044126
PGs_L,-0.2134063
V6A_L,0.36465606
VMV1_L,0.6817579
VMV3_L,0.18065415
PHA2_L,-0.32550433
V4t_L,-0.069631375
FST_L,-1.2973669
V3CD_L,-0.35396484
LO3_L,0.1682701
VMV2_L,0.4437172
31pd_L,0.055392496
31a_L,-0.08337097
VVC_L,-0.31009325
25_L,-0.015895741
s32_L,-0.08641692
pOFC_L,0.091723666
PoI1_L,0.35832775
Ig_L,0.15922439
FOP5_L,0.3375281
p10p_L,-0.10249556
p47r_L,-1.0769143
TGv_L,-0.25164253
MBelt_L,0.5700064
LBelt_L,0.6285649
A4_L,0.30509058
STSva_L,-0.02734851
TE1m_L,-0.34555864
PI_L,0.4731895
a32pr_L,0.68509734
p24_L,0.8874656
V1_R,0.9758516
MST_R,-0.10346557
V6_R,0.7698687
V2_R,0.7879647
V3_R,0.61683744
V4_R,0.2723933
V8_R,0.36123812
4_R,-0.37280053
3b_R,-0.30180663
FEF_R,-0.34060547
PEF_R,-1.0850967
55b_R,0.16780028
V3A_R,0.56622595
RSC_R,0.39781508
POS2_R,-0.07857602
V7_R,-0.015007197
IPS1_R,-1.1836127
FFC_R,-0.2483624
V3B_R,-0.010473642
LO1_R,-0.080243796
LO2_R,-0.054219566
PIT_R,-0.03671941
MT_R,0.11013135
A1_R,0.7503528
PSL_R,0.25781557
SFL_R,0.25940636
PCV_R,0.03268155
STV_R,0.12430263
7Pm_R,-0.9331739
7m_R,-0.02047197
POS1_R,0.044795267
23d_R,0.22586426
v23ab_R,0.047767993
d23ab_R,-0.13091312
31pv_R,-0.0210567
5m_R,-0.37996796
5mv_R,0.10595965
23c_R,0.08312817
5L_R,-0.40732607
24dd_R,-0.55151683
24dv_R,-0.07624835
7AL_R,-0.7466361
SCEF_R,0.047502123
6ma_R,-0.18806669
7Am_R,-0.9114025
7Pl_R,-1.7735238
7PC_R,-1.5925003
LIPv_R,-0.6837381
VIP_R,-1.1676627
MIP_R,-2.0815217
1_R,-0.6998945
2_R,-1.0513682
3a_R,-0.23669672
6d_R,-1.2027882
6mp_R,-0.5875429
6v_R,-0.79965174
p24pr_R,0.20781678
33pr_R,-0.36919916
a24pr_R,0.46954414
p32pr_R,0.36119145
a24_R,0.42610028
d32_R,0.15000375
8BM_R,-0.59285
p32_R,0.43736127
10r_R,0.07943629
47m_R,-0.32920557
8Av_R,-0.30409595
8Ad_R,-0.11095047
9m_R,0.07546957
8BL_R,-0.07973346
9p_R,0.08037624
10d_R,0.0002594188
8C_R,-0.6272501
44_R,-0.22327746
45_R,0.06344887
47l_R,-0.13220254
a47r_R,-0.6490308
6r_R,-1.0996927
IFJa_R,-0.68764514
IFJp_R,-1.9443992
IFSp_R,-1.089509
IFSa_R,-0.9968593
p9-46v_R,-1.0981957
46_R,-0.30516228
a9-46v_R,-0.45604932
9-46d_R,0.2320599
9a_R,0.047162525
10v_R,-0.03312333
a10p_R,-0.17006505
10pp_R,-0.15742703
11l_R,-0.7595707
13l_R,-0.78838265
OFC_R,-0.39015597
47s_R,0.08184449
LIPd_R,-1.8492244
6a_R,-1.7437319
i6-8_R,-0.9499974
s6-8_R,-0.2381333
43_R,0.3992239
OP4_R,-0.074004576
OP1_R,-0.6991543
OP2-3_R,0.32095507
52_R,0.54069287
RI_R,0.38025966
PFcm_R,-0.038198162
PoI2_R,0.25255445
TA2_R,0.4463656
FOP4_R,0.176666
MI_R,0.074405976
Pir_R,0.3265088
AVI_R,-0.11837796
AAIC_R,0.5458313
FOP1_R,0.26683706
FOP3_R,0.13834801
FOP2_R,-0.8514492
PFt_R,-2.0113668
AIP_R,-2.2244196
EC_R,-0.08551735
PreS_R,0.501357
H_R,0.06857525
ProS_R,0.8442714
PeEc_R,-0.6891791
STGa_R,-0.033516157
PBelt_R,0.47075412
A5_R,0.08926767
PHA1_R,0.11355204
PHA3_R,-0.58020824
STSda_R,-0.041296177
STSdp_R,0.089214556
STSvp_R,-0.06977475
TGd_R,-0.0824859
TE1a_R,-0.04176366
TE1p_R,-1.2094836
TE2a_R,-0.5468953
TF_R,-0.7064712
TE2p_R,-1.298363
PHT_R,-1.460648
PH_R,-1.3540151
TPOJ1_R,0.075585514
TPOJ2_R,-0.32104665
TPOJ3_R,-0.2563921
DVT_R,0.12997065
PGp_R,-0.92316484
IP2_R,-1.4114127
IP1_R,-1.1868203
IP0_R,-1.3969271
PFop_R,-0.71502227
PF_R,-0.58141935
PFm_R,-0.5011668
PGi_R,-0.0648295
PGs_R,-0.34141356
V6A_R,0.3216368
VMV1_R,0.69416404
VMV3_R,0.15504159
PHA2_R,-0.35830897
V4t_R,-0.065687284
