region,fcgradient07
V1_L,0.13472861
MST_L,-0.45293894
V6_L,0.06686965
V2_L,-0.0123624345
V3_L,-0.09860384
V4_L,-0.25398314
V8_L,-0.24558793
4_L,-0.015532093
3b_L,0.019732587
FEF_L,0.006261587
PEF_L,-0.09106649
55b_L,-0.6477768
V3A_L,-0.123281024
RSC_L,0.57918155
POS2_L,0.5087153
V7_L,-0.3159625
IPS1_L,-0.38075727
FFC_L,-0.3974898
V3B_L,-0.28156945
LO1_L,-0.39556172
LO2_L,-0.41204622
PIT_L,-0.412107
MT_L,-0.35829863
A1_L,0.4110254
PSL_L,-0.5019078
SFL_L,-0.8730991
PCV_L,0.44948202
STV_L,-0.1699842
7Pm_L,0.81103736
7m_L,0.5607232
POS1_L,1.055589
23d_L,0.11486539
v23ab_L,0.7357828
d23ab_L,0.49698883
31pv_L,0.29817978
5m_L,0.07392489
5mv_L,0.16360511
23c_L,0.3012125
5L_L,0.04258345
24dd_L,-0.08856322
24dv_L,0.13535771
7AL_L,-0.12976794
SCEF_L,-0.071682654
6ma_L,0.040354468
7Am_L,0.21977279
7Pl_L,0.23720449
7PC_L,-0.5794869
LIPv_L,-0.44029865
VIP_L,-0.49743477
MIP_L,0.06152796
1_L,-0.18460774
2_L,-0.32265884
3a_L,0.06325496
6d_L,-0.44033843
6mp_L,-0.09992598
6v_L,-0.32979098
p24pr_L,0.08370293
33pr_L,0.37575158
a24pr_L,0.12845877
p32pr_L,0.07196707
a24_L,0.53097075
d32_L,-0.016085466
8BM_L,-0.08434585
p32_L,0.6727423
10r_L,0.66645783
47m_L,0.50615615
8Av_L,-0.2472356
8Ad_L,0.65270644
9m_L,-0.36071137
8BL_L,-0.52675927
9p_L,-0.1188406
10d_L,0.46121117
8C_L,-0.050481487
44_L,-0.773507
45_L,-0.9257291
47l_L,-0.82091695
a47r_L,-0.20171767
6r_L,-0.016033035
IFJa_L,-0.10667219
IFJp_L,0.3599648
IFSp_L,-0.20452085
IFSa_L,0.22646101
p9-46v_L,0.3730811
46_L,0.16532746
a9-46v_L,0.17438655
9-46d_L,0.06540075
9a_L,-0.4963654
10v_L,-0.022980513
